product;month;price
243;1/5/2009;1298
243;1/6/2009;1298
243;1/7/2009;1298
243;1/8/2009;1298
243;1/9/2009;1298
243;1/10/2009;1379
243;1/11/2009;1436
243;1/12/2009;1590
243;1/1/2010;1590
245;1/4/2008;64
245;1/5/2008;64
245;1/6/2008;64
245;1/7/2008;64
245;1/8/2008;64
245;1/9/2008;64
245;1/10/2008;67
245;1/11/2008;69
245;1/12/2008;69
245;1/1/2009;69
245;1/2/2009;69
245;1/3/2009;69
245;1/4/2009;69
245;1/5/2009;69
245;1/6/2009;69
245;1/7/2009;69
245;1/8/2009;69
245;1/9/2009;69
245;1/10/2009;69
245;1/11/2009;69
245;1/12/2009;69
245;1/1/2010;69
246;1/9/2009;31
246;1/10/2009;31
246;1/11/2009;31
246;1/12/2009;31
246;1/1/2010;31
247;1/9/2009;55
247;1/10/2009;55
247;1/11/2009;55
247;1/12/2009;55
247;1/1/2010;55
248;1/9/2009;469
248;1/10/2009;469
248;1/11/2009;469
248;1/12/2009;469
248;1/1/2010;469
249;1/9/2009;14
249;1/10/2009;14
249;1/11/2009;14
249;1/12/2009;14
249;1/1/2010;14
250;1/9/2009;24
250;1/10/2009;24
250;1/11/2009;24
250;1/12/2009;24
250;1/1/2010;24
251;1/9/2009;449
251;1/10/2009;449
251;1/11/2009;449
251;1/12/2009;449
251;1/1/2010;449
252;1/9/2009;150
252;1/10/2009;150
252;1/11/2009;150
252;1/12/2009;150
252;1/1/2010;150
254;1/4/2008;54
254;1/5/2008;54
254;1/6/2008;54
254;1/7/2008;54
254;1/8/2008;54
254;1/9/2008;54
254;1/10/2008;54
254;1/11/2008;54
254;1/12/2008;54
254;1/1/2009;54
254;1/2/2009;54
254;1/3/2009;54
254;1/4/2009;54
254;1/5/2009;54
254;1/6/2009;54
254;1/7/2009;54
254;1/8/2009;54
254;1/9/2009;54
254;1/10/2009;54
254;1/11/2009;54
254;1/12/2009;54
254;1/1/2010;54
257;1/4/2008;54
257;1/5/2008;54
257;1/6/2008;54
257;1/7/2008;54
257;1/8/2008;54
257;1/9/2008;54
257;1/10/2008;54
257;1/11/2008;54
257;1/12/2008;54
257;1/1/2009;54
257;1/2/2009;54
257;1/3/2009;54
257;1/4/2009;54
257;1/5/2009;54
257;1/6/2009;54
257;1/7/2009;54
257;1/8/2009;54
257;1/9/2009;54
257;1/10/2009;54
257;1/11/2009;54
257;1/12/2009;54
257;1/1/2010;54
258;1/4/2008;62
258;1/5/2008;62
258;1/6/2008;62
258;1/7/2008;62
258;1/8/2008;62
258;1/9/2008;62
258;1/10/2008;62
258;1/11/2008;62
258;1/12/2008;62
258;1/1/2009;62
258;1/2/2009;62
258;1/3/2009;62
258;1/4/2009;62
258;1/5/2009;62
258;1/6/2009;62
258;1/7/2009;62
258;1/8/2009;62
258;1/9/2009;62
258;1/10/2009;62
258;1/11/2009;62
258;1/12/2009;62
258;1/1/2010;62
259;1/4/2008;100
259;1/5/2008;100
259;1/6/2008;100
259;1/7/2008;100
259;1/8/2008;100
259;1/9/2008;102
259;1/10/2008;104
259;1/11/2008;114
259;1/12/2008;115
259;1/1/2009;115
259;1/2/2009;115
259;1/3/2009;115
259;1/4/2009;115
259;1/5/2009;115
259;1/6/2009;115
259;1/7/2009;115
259;1/8/2009;115
259;1/9/2009;115
259;1/10/2009;115
259;1/11/2009;115
259;1/12/2009;115
259;1/1/2010;115
260;1/4/2008;84
260;1/5/2008;84
260;1/6/2008;84
260;1/7/2008;84
260;1/8/2008;84
260;1/9/2008;84
260;1/10/2008;84
260;1/11/2008;84
260;1/12/2008;84
260;1/1/2009;84
260;1/2/2009;84
260;1/3/2009;84
260;1/4/2009;84
260;1/5/2009;84
260;1/6/2009;84
260;1/7/2009;84
260;1/8/2009;84
260;1/9/2009;84
260;1/10/2009;84
260;1/11/2009;84
260;1/12/2009;84
260;1/1/2010;84
261;1/4/2008;96
261;1/5/2008;96
261;1/6/2008;96
261;1/7/2008;96
261;1/8/2008;96
261;1/9/2008;96
261;1/10/2008;96
261;1/11/2008;96
261;1/12/2008;96
261;1/1/2009;96
261;1/2/2009;96
261;1/3/2009;96
261;1/4/2009;96
261;1/5/2009;96
261;1/6/2009;96
261;1/7/2009;96
261;1/8/2009;96
261;1/9/2009;96
261;1/10/2009;96
261;1/11/2009;96
261;1/12/2009;96
261;1/1/2010;96
262;1/4/2008;100
262;1/5/2008;100
262;1/6/2008;100
262;1/7/2008;112
262;1/8/2008;118
262;1/9/2008;118
262;1/10/2008;118
262;1/11/2008;118
262;1/12/2008;118
262;1/1/2009;118
262;1/2/2009;118
262;1/3/2009;118
262;1/4/2009;118
262;1/5/2009;118
262;1/6/2009;118
262;1/7/2009;118
262;1/8/2009;118
262;1/9/2009;118
262;1/10/2009;118
262;1/11/2009;118
262;1/12/2009;118
262;1/1/2010;105
263;1/5/2008;69
263;1/6/2008;69
263;1/7/2008;69
263;1/8/2008;69
263;1/9/2008;69
263;1/10/2008;69
263;1/11/2008;69
263;1/12/2008;69
263;1/1/2009;74
263;1/2/2009;75
263;1/3/2009;75
263;1/4/2009;75
264;1/2/2009;35
264;1/3/2009;35
264;1/4/2009;35
264;1/5/2009;35
264;1/6/2009;35
264;1/7/2009;35
264;1/8/2009;35
264;1/9/2009;35
264;1/10/2009;35
264;1/11/2009;30
264;1/12/2009;30
264;1/1/2010;30
265;1/2/2009;75
265;1/3/2009;75
265;1/4/2009;75
265;1/5/2009;75
265;1/6/2009;75
265;1/7/2009;75
265;1/8/2009;75
265;1/9/2009;75
266;1/2/2009;99
266;1/3/2009;99
266;1/4/2009;99
266;1/5/2009;99
266;1/6/2009;99
266;1/7/2009;99
266;1/8/2009;99
266;1/9/2009;99
266;1/10/2009;99
266;1/11/2009;99
266;1/12/2009;99
266;1/1/2010;99
267;1/2/2009;95
267;1/3/2009;95
267;1/4/2009;95
267;1/5/2009;95
267;1/6/2009;95
267;1/7/2009;95
267;1/8/2009;95
267;1/9/2009;94
267;1/10/2009;88
267;1/11/2009;88
267;1/12/2009;88
269;1/3/2009;518
269;1/4/2009;499
269;1/5/2009;498
269;1/6/2009;498
269;1/7/2009;517
269;1/8/2009;518
269;1/9/2009;518
269;1/10/2009;518
269;1/11/2009;518
269;1/12/2009;518
269;1/1/2010;518
270;1/5/2009;197
270;1/6/2009;197
270;1/7/2009;197
270;1/8/2009;197
270;1/9/2009;197
270;1/10/2009;197
270;1/11/2009;282
270;1/12/2009;299
270;1/1/2010;299
271;1/5/2009;100
271;1/6/2009;100
271;1/7/2009;100
271;1/8/2009;100
271;1/9/2009;100
271;1/10/2009;100
272;1/5/2009;128
272;1/6/2009;128
272;1/7/2009;128
272;1/8/2009;128
272;1/9/2009;128
272;1/10/2009;205
272;1/11/2009;269
272;1/12/2009;269
272;1/1/2010;269
273;1/5/2009;375
273;1/6/2009;375
273;1/7/2009;358
273;1/8/2009;300
273;1/9/2009;300
274;1/5/2009;599
274;1/6/2009;599
274;1/7/2009;572
274;1/8/2009;479
274;1/9/2009;479
275;1/8/2009;219
275;1/9/2009;219
275;1/10/2009;249
275;1/11/2009;271
275;1/12/2009;271
275;1/1/2010;271
303;1/4/2008;298
303;1/5/2008;298
303;1/6/2008;298
303;1/7/2008;298
303;1/8/2008;298
303;1/9/2008;298
303;1/10/2008;298
303;1/11/2008;298
303;1/12/2008;298
303;1/1/2009;298
303;1/2/2009;298
303;1/3/2009;298
303;1/4/2009;298
303;1/5/2009;298
303;1/6/2009;298
303;1/7/2009;298
303;1/8/2009;298
303;1/9/2009;298
303;1/10/2009;298
303;1/11/2009;298
303;1/12/2009;298
303;1/1/2010;298
574;1/1/2010;228
661;1/4/2008;140
661;1/5/2008;140
661;1/6/2008;140
661;1/7/2008;140
661;1/8/2008;140
661;1/9/2008;140
661;1/10/2008;158
661;1/11/2008;179
661;1/12/2008;179
661;1/1/2009;179
661;1/2/2009;179
661;1/3/2009;179
661;1/4/2009;179
661;1/5/2009;179
661;1/6/2009;179
661;1/7/2009;179
661;1/8/2009;179
661;1/9/2009;179
661;1/10/2009;179
661;1/11/2009;179
661;1/12/2009;179
661;1/1/2010;179
662;1/4/2008;100
662;1/5/2008;100
662;1/6/2008;100
662;1/7/2008;100
662;1/8/2008;100
662;1/9/2008;100
662;1/10/2008;100
662;1/11/2008;100
662;1/12/2008;100
662;1/1/2009;100
662;1/2/2009;100
662;1/3/2009;100
662;1/4/2009;100
662;1/5/2009;100
662;1/6/2009;100
662;1/7/2009;100
662;1/8/2009;100
662;1/9/2009;100
662;1/10/2009;100
662;1/11/2009;100
662;1/12/2009;100
662;1/1/2010;100
663;1/4/2008;200
663;1/5/2008;200
663;1/6/2008;200
663;1/7/2008;200
663;1/8/2008;200
663;1/9/2008;200
663;1/10/2008;213
663;1/11/2008;229
663;1/12/2008;229
663;1/1/2009;229
663;1/2/2009;229
663;1/3/2009;229
663;1/4/2009;229
663;1/5/2009;229
663;1/6/2009;229
663;1/7/2009;229
663;1/8/2009;229
663;1/9/2009;229
663;1/10/2009;229
663;1/11/2009;229
663;1/12/2009;229
663;1/1/2010;229
664;1/4/2008;100
664;1/5/2008;100
664;1/6/2008;100
664;1/7/2008;100
664;1/8/2008;100
664;1/9/2008;100
664;1/10/2008;100
664;1/11/2008;100
664;1/12/2008;100
664;1/1/2009;100
664;1/2/2009;100
664;1/3/2009;100
664;1/4/2009;100
664;1/5/2009;100
664;1/6/2009;100
664;1/7/2009;100
664;1/8/2009;100
664;1/9/2009;100
664;1/10/2009;100
664;1/11/2009;100
664;1/12/2009;100
664;1/1/2010;100
665;1/4/2008;140
665;1/5/2008;140
665;1/6/2008;140
665;1/7/2008;140
665;1/8/2008;140
665;1/9/2008;140
665;1/10/2008;140
665;1/11/2008;140
665;1/12/2008;140
665;1/1/2009;140
665;1/2/2009;140
665;1/3/2009;140
665;1/4/2009;140
665;1/5/2009;140
665;1/6/2009;140
665;1/7/2009;140
665;1/8/2009;140
665;1/9/2009;140
665;1/10/2009;140
665;1/11/2009;140
665;1/12/2009;140
665;1/1/2010;140
666;1/4/2008;70
666;1/5/2008;70
666;1/6/2008;70
666;1/7/2008;70
666;1/8/2008;70
666;1/9/2008;70
666;1/10/2008;70
666;1/11/2008;70
666;1/12/2008;70
666;1/1/2009;70
666;1/2/2009;70
666;1/3/2009;70
666;1/4/2009;70
666;1/5/2009;70
666;1/6/2009;70
666;1/7/2009;70
666;1/8/2009;70
666;1/9/2009;70
666;1/10/2009;65
666;1/11/2009;65
666;1/12/2009;65
666;1/1/2010;70
667;1/4/2008;130
667;1/5/2008;130
667;1/6/2008;130
667;1/7/2008;130
667;1/8/2008;130
667;1/9/2008;130
667;1/10/2008;130
667;1/11/2008;130
667;1/12/2008;130
667;1/1/2009;130
667;1/2/2009;130
667;1/3/2009;130
667;1/4/2009;130
667;1/5/2009;130
667;1/6/2009;130
667;1/7/2009;130
667;1/8/2009;130
667;1/9/2009;130
667;1/10/2009;130
667;1/11/2009;130
667;1/12/2009;130
667;1/1/2010;130
668;1/6/2009;279
668;1/7/2009;279
668;1/8/2009;279
668;1/9/2009;279
668;1/10/2009;279
668;1/11/2009;279
668;1/12/2009;279
668;1/1/2010;279
669;1/6/2009;279
669;1/7/2009;279
669;1/8/2009;279
669;1/9/2009;279
669;1/10/2009;279
669;1/11/2009;279
669;1/12/2009;279
669;1/1/2010;279
670;1/6/2009;195
670;1/7/2009;195
670;1/8/2009;195
670;1/9/2009;195
670;1/10/2009;195
670;1/11/2009;195
670;1/12/2009;195
670;1/1/2010;195
671;1/6/2009;195
671;1/7/2009;195
671;1/8/2009;195
671;1/9/2009;195
671;1/10/2009;195
671;1/11/2009;195
671;1/12/2009;195
671;1/1/2010;195
672;1/12/2009;279
672;1/1/2010;279
721;1/3/2008;180
721;1/4/2008;180
721;1/5/2008;180
721;1/6/2008;180
721;1/7/2008;180
721;1/8/2008;180
721;1/9/2008;180
721;1/10/2008;180
721;1/11/2008;180
721;1/12/2008;180
721;1/1/2009;180
721;1/2/2009;180
721;1/3/2009;183
721;1/4/2009;185
721;1/5/2009;185
721;1/6/2009;185
721;1/7/2009;185
721;1/8/2009;185
721;1/9/2009;185
721;1/10/2009;185
721;1/11/2009;185
721;1/12/2009;185
721;1/1/2010;185
735;1/3/2008;170
735;1/4/2008;170
735;1/5/2008;170
735;1/6/2008;170
735;1/7/2008;170
735;1/8/2008;170
735;1/9/2008;170
735;1/10/2008;170
735;1/11/2008;169
735;1/12/2008;163
735;1/1/2009;163
735;1/2/2009;163
735;1/3/2009;166
735;1/4/2009;168
735;1/5/2009;168
735;1/6/2009;168
735;1/7/2009;168
735;1/8/2009;168
735;1/9/2009;168
736;1/6/2008;175
736;1/7/2008;175
736;1/8/2008;175
736;1/9/2008;175
736;1/10/2008;175
736;1/11/2008;175
736;1/12/2008;175
736;1/1/2009;175
736;1/2/2009;175
736;1/3/2009;178
736;1/4/2009;179
736;1/5/2009;165
736;1/6/2009;165
736;1/7/2009;173
736;1/8/2009;180
736;1/9/2009;180
736;1/10/2009;180
736;1/11/2009;180
736;1/12/2009;180
736;1/1/2010;180
737;1/3/2008;120
737;1/4/2008;120
737;1/5/2008;120
737;1/6/2008;120
737;1/7/2008;120
737;1/8/2008;120
737;1/9/2008;120
737;1/10/2008;120
737;1/11/2008;117
737;1/12/2008;95
737;1/1/2009;95
737;1/2/2009;111
737;1/3/2009;118
737;1/4/2009;120
737;1/5/2009;120
737;1/6/2009;120
737;1/7/2009;120
737;1/8/2009;120
737;1/9/2009;120
737;1/10/2009;115
737;1/11/2009;115
737;1/12/2009;115
737;1/1/2010;115
742;1/6/2008;140
742;1/7/2008;140
742;1/8/2008;140
742;1/9/2008;140
742;1/10/2008;140
742;1/11/2008;140
742;1/12/2008;140
742;1/1/2009;140
742;1/2/2009;140
742;1/3/2009;143
742;1/4/2009;144
742;1/5/2009;135
742;1/6/2009;135
742;1/7/2009;141
742;1/8/2009;150
742;1/9/2009;150
742;1/10/2009;150
742;1/11/2009;150
742;1/12/2009;150
742;1/1/2010;150
743;1/3/2008;200
743;1/4/2008;200
743;1/5/2008;200
743;1/6/2008;200
743;1/7/2008;200
743;1/8/2008;200
743;1/9/2008;200
743;1/10/2008;200
743;1/11/2008;200
743;1/12/2008;200
743;1/1/2009;200
743;1/2/2009;200
743;1/3/2009;203
743;1/4/2009;206
743;1/5/2009;206
743;1/6/2009;206
743;1/7/2009;206
743;1/8/2009;206
743;1/9/2009;206
743;1/10/2009;206
743;1/11/2009;206
743;1/12/2009;206
743;1/1/2010;206
744;1/7/2008;160
744;1/8/2008;160
744;1/9/2008;160
744;1/10/2008;160
744;1/11/2008;160
744;1/12/2008;160
744;1/1/2009;160
744;1/2/2009;160
744;1/3/2009;163
744;1/4/2009;165
744;1/5/2009;165
744;1/6/2009;165
744;1/7/2009;165
744;1/8/2009;165
744;1/9/2009;165
744;1/10/2009;165
744;1/11/2009;165
744;1/12/2009;165
744;1/1/2010;165
747;1/7/2008;120
747;1/8/2008;120
747;1/9/2008;120
747;1/10/2008;120
747;1/11/2008;120
747;1/12/2008;120
747;1/1/2009;120
747;1/2/2009;120
747;1/3/2009;123
747;1/4/2009;125
747;1/5/2009;125
747;1/6/2009;125
747;1/7/2009;125
747;1/8/2009;125
747;1/9/2009;125
747;1/10/2009;116
747;1/11/2009;115
747;1/12/2009;115
747;1/1/2010;115
752;1/3/2008;250
752;1/4/2008;250
752;1/5/2008;250
752;1/6/2008;250
752;1/7/2008;250
752;1/8/2008;250
752;1/9/2008;250
752;1/10/2008;250
752;1/11/2008;250
752;1/12/2008;250
752;1/1/2009;250
752;1/2/2009;250
752;1/3/2009;255
752;1/4/2009;258
752;1/5/2009;258
752;1/6/2009;258
752;1/7/2009;258
752;1/8/2009;258
752;1/9/2009;258
752;1/10/2009;258
752;1/11/2009;258
752;1/12/2009;258
752;1/1/2010;258
754;1/3/2008;160
754;1/4/2008;160
754;1/5/2008;160
754;1/6/2008;160
754;1/7/2008;160
754;1/8/2008;160
754;1/9/2008;160
754;1/10/2008;160
754;1/11/2008;160
754;1/12/2008;160
754;1/1/2009;160
754;1/2/2009;160
754;1/3/2009;163
754;1/4/2009;165
754;1/5/2009;165
754;1/6/2009;165
754;1/7/2009;165
754;1/8/2009;165
754;1/9/2009;165
754;1/10/2009;165
754;1/11/2009;165
754;1/12/2009;165
754;1/1/2010;165
755;1/3/2008;250
755;1/4/2008;259
755;1/5/2008;260
755;1/6/2008;260
755;1/7/2008;265
755;1/8/2008;270
755;1/9/2008;270
755;1/10/2008;270
755;1/11/2008;270
755;1/12/2008;270
755;1/1/2009;270
755;1/2/2009;251
755;1/3/2009;250
755;1/4/2009;250
755;1/5/2009;269
755;1/6/2009;270
755;1/7/2009;270
755;1/8/2009;241
755;1/9/2009;240
756;1/3/2008;180
756;1/4/2008;219
756;1/5/2008;230
756;1/6/2008;223
756;1/7/2008;210
756;1/8/2008;210
756;1/9/2008;210
756;1/10/2008;225
756;1/11/2008;230
756;1/12/2008;225
756;1/1/2009;230
756;1/2/2009;235
756;1/3/2009;235
756;1/4/2009;235
756;1/5/2009;235
756;1/6/2009;235
756;1/7/2009;235
756;1/8/2009;235
756;1/9/2009;235
756;1/10/2009;235
756;1/11/2009;235
756;1/12/2009;234
756;1/1/2010;234
763;1/3/2008;199
763;1/4/2008;199
763;1/5/2008;210
763;1/6/2008;210
763;1/7/2008;210
763;1/8/2008;210
763;1/9/2008;210
763;1/10/2008;210
763;1/11/2008;210
763;1/12/2008;210
763;1/1/2009;210
763;1/2/2009;210
763;1/3/2009;210
763;1/4/2009;210
763;1/5/2009;210
763;1/6/2009;210
763;1/7/2009;210
763;1/8/2009;210
763;1/9/2009;210
763;1/10/2009;210
763;1/11/2009;210
763;1/12/2009;210
763;1/1/2010;210
764;1/5/2009;117
764;1/6/2009;117
764;1/7/2009;117
764;1/8/2009;117
764;1/9/2009;117
764;1/10/2009;117
764;1/11/2009;117
764;1/12/2009;107
764;1/1/2010;94
765;1/5/2009;78
765;1/6/2009;78
765;1/7/2009;78
765;1/8/2009;78
765;1/9/2009;78
765;1/10/2009;78
765;1/11/2009;77
765;1/12/2009;73
765;1/1/2010;78
766;1/4/2008;80
766;1/5/2008;80
766;1/6/2008;80
766;1/7/2008;72
766;1/8/2008;77
766;1/9/2008;84
766;1/10/2008;84
766;1/11/2008;84
766;1/12/2008;84
766;1/1/2009;84
766;1/2/2009;84
766;1/3/2009;84
766;1/4/2009;84
766;1/5/2009;84
766;1/6/2009;84
766;1/7/2009;84
766;1/8/2009;84
766;1/9/2009;84
766;1/10/2009;84
766;1/11/2009;84
766;1/12/2009;84
766;1/1/2010;84
767;1/4/2008;80
767;1/5/2008;80
767;1/6/2008;78
767;1/7/2008;73
767;1/8/2008;73
767;1/9/2008;73
767;1/10/2008;81
767;1/11/2008;84
767;1/12/2008;84
767;1/1/2009;84
767;1/2/2009;84
767;1/3/2009;84
767;1/4/2009;84
767;1/5/2009;81
767;1/6/2009;75
767;1/7/2009;75
767;1/8/2009;75
767;1/9/2009;75
767;1/10/2009;75
768;1/12/2008;80
768;1/1/2009;80
768;1/2/2009;80
768;1/3/2009;80
768;1/4/2009;80
768;1/5/2009;80
768;1/6/2009;80
